crash_date,crash_time,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,borough,zip_code,latitude,longitude,location,contributing_factor_vehicle_3,vehicle_type_code_3,cross_street_name,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5,unique_id,crash_date_veh,crash_time_veh,vehicle_id,state_registration,vehicle_type,contributing_factor_1,vehicle_make,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,public_property_damage,contributing_factor_2,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,vehicle_model,public_property_damage_type,unique_id_pers,crash_date_pers,crash_time_pers,person_id,person_type,person_injury,vehicle_id_pers,ped_role,person_sex,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,complaint,ped_location,ped_action,contributing_factor_1_pers,contributing_factor_2_pers,injury_occurred,crash_hour,day_of_week,month,rush_hour,is_weekend
2022-03-26,1900-01-01 07:36:00,FORT HAMILTON PARKWAY,97 STREET,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,4513515,Station Wagon/Sport Utility Vehicle,Taxi,BROOKLYN,11209.0,40.613926,-74.030174,"{'latitude': '40.613926', 'longitude': '-74.030174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,Saturday,3,1,1
2022-03-26,1900-01-01 11:50:00,EAST 94 STREET,AVENUE M,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4513663,Station Wagon/Sport Utility Vehicle,Unknown,BROOKLYN,11236.0,40.635563,-73.89577,"{'latitude': '40.635563', 'longitude': '-73.89577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,Saturday,3,0,1
2022-03-26,1900-01-01 17:42:00,114 STREET,SUTTER AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4513953,Station Wagon/Sport Utility Vehicle,Sedan,QUEENS,11420.0,40.675167,-73.825264,"{'latitude': '40.675167', 'longitude': '-73.825264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,Saturday,3,1,1
2022-03-26,1900-01-01 01:45:00,EAST 62 STREET,1 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4513985,Sedan,Sedan,MANHATTAN,10065.0,40.761486,-73.96061,"{'latitude': '40.761486', 'longitude': '-73.96061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saturday,3,0,1
2022-03-26,1900-01-01 17:00:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4514084,Sedan,Station Wagon/Sport Utility Vehicle,BROOKLYN,11249.0,40.712284,-73.964005,"{'latitude': '40.712284', 'longitude': '-73.964005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,98        SOUTH 4 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,Saturday,3,1,1
2022-02-25,1900-01-01 11:48:00,JAMAICA AVENUE,165 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,4514144,E-Scooter,Sedan,QUEENS,11432.0,40.70546,-73.7949,"{'latitude': '40.70546', 'longitude': '-73.7949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,Friday,2,0,0
2022-03-26,1900-01-01 22:51:00,WEST 30 STREET,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4513606,Sedan,Unknown,Unknown,0.0,40.74967,-73.99531,"{'latitude': '40.74967', 'longitude': '-73.99531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,Saturday,3,0,1
2022-03-26,1900-01-01 08:21:00,SAINT NICHOLAS AVENUE,WEST 159 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513564,Box Truck,Station Wagon/Sport Utility Vehicle,MANHATTAN,10032.0,40.833786,-73.94037,"{'latitude': '40.833786', 'longitude': '-73.94037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Saturday,3,1,1
2022-03-17,1900-01-01 08:00:00,139 STREET,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514412,Sedan,Station Wagon/Sport Utility Vehicle,Unknown,0.0,40.67794,-73.8023,"{'latitude': '40.67794', 'longitude': '-73.8023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,Thursday,3,1,0
2022-03-26,1900-01-01 10:30:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11220.0,40.637985,-74.0076,"{'latitude': '40.637985', 'longitude': '-74.0076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,736       56 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,Saturday,3,0,1
2021-12-16,1900-01-01 09:23:00,JACKIE ROBINSON EXPY,JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4487185,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Thursday,12,1,0
2022-03-26,1900-01-01 13:48:00,Unknown,Unknown,1,0,1,0,0,0,0,0,Unknown,Unknown,4513565,Unknown,Unknown,MANHATTAN,10032.0,40.835037,-73.93979,"{'latitude': '40.835037', 'longitude': '-73.93979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,1016      SAINT NICHOLAS AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,Saturday,3,0,1
2022-03-25,1900-01-01 09:56:00,EAST 241 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514286,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.9046,-73.852936,"{'latitude': '40.9046', 'longitude': '-73.852936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Friday,3,1,0
2022-03-26,1900-01-01 23:45:00,47 STREET,GREENPOINT AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4513637,Sedan,Sedan,QUEENS,11104.0,40.742508,-73.91788,"{'latitude': '40.742508', 'longitude': '-73.91788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,Saturday,3,0,1
2022-03-26,1900-01-01 01:26:00,GOWANUS RAMP,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4513528,UTILITY,Station Wagon/Sport Utility Vehicle,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saturday,3,0,1
2022-03-22,1900-01-01 09:07:00,GRAND AVENUE,GREENE AVENUE,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,Unknown,4514139,Sedan,Unknown,BROOKLYN,11238.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,Tuesday,3,1,0
2022-03-26,1900-01-01 16:00:00,SUTTER AVENUE,SCHENCK AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4513833,Sedan,Sedan,BROOKLYN,11207.0,40.67046,-73.88788,"{'latitude': '40.67046', 'longitude': '-73.88788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Station Wagon/Sport Utility Vehicle,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,Saturday,3,1,1
2022-03-26,1900-01-01 23:17:00,ESSEX STREET,EAST HOUSTON STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4513887,Station Wagon/Sport Utility Vehicle,Sedan,MANHATTAN,10002.0,40.72224,-73.9863,"{'latitude': '40.72224', 'longitude': '-73.9863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,Saturday,3,0,1
2022-03-23,1900-01-01 09:00:00,FLATBUSH AVENUE,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514160,Sedan,Motorcycle,Unknown,0.0,40.67639,-73.97189,"{'latitude': '40.67639', 'longitude': '-73.97189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,Wednesday,3,1,0
2022-03-26,1900-01-01 05:00:00,BRONX RIVER PARKWAY,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514002,Sedan,Sedan,Unknown,0.0,40.88893,-73.86579,"{'latitude': '40.88893', 'longitude': '-73.86579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Saturday,3,0,1
2022-03-25,1900-01-01 06:15:00,EAST 120 STREET,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4514152,Sedan,Station Wagon/Sport Utility Vehicle,Unknown,0.0,40.80118,-73.93975,"{'latitude': '40.80118', 'longitude': '-73.93975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Station Wagon/Sport Utility Vehicle,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,Friday,3,0,0
2022-03-26,1900-01-01 21:50:00,FDR DRIVE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4513626,Taxi,Sedan,Unknown,0.0,40.757668,-73.95915,"{'latitude': '40.757668', 'longitude': '-73.95915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,Saturday,3,0,1
2022-03-26,1900-01-01 21:25:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513774,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11225.0,40.668896,-73.95339,"{'latitude': '40.668896', 'longitude': '-73.95339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,200       ROGERS AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,Saturday,3,0,1
2022-03-25,1900-01-01 18:13:00,Unknown,Unknown,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4514376,Sedan,Sedan,BROOKLYN,11218.0,40.63654,-73.97707,"{'latitude': '40.63654', 'longitude': '-73.97707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,604       EAST 2 STREET,Unspecified,Sedan,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,Friday,3,1,0
2022-03-26,1900-01-01 20:10:00,EAST 168 STREET,3 AVENUE,1,0,1,0,0,0,0,0,Unspecified,Unknown,4513982,Sedan,Unknown,BRONX,10456.0,40.831055,-73.905846,"{'latitude': '40.831055', 'longitude': '-73.905846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,Saturday,3,0,1
2022-03-25,1900-01-01 12:55:00,GRAND CONCOURSE,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4514220,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Unknown,0.0,40.85868,-73.89922,"{'latitude': '40.85868', 'longitude': '-73.89922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Friday,3,0,0
2022-03-23,1900-01-01 11:00:00,GULF AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514413,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.62466,-74.17856,"{'latitude': '40.62466', 'longitude': '-74.17856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,Wednesday,3,0,0
2022-03-26,1900-01-01 03:05:00,AVENUE J,EAST 92 STREET,1,0,0,0,0,0,1,0,Unspecified,Unknown,4513664,Sedan,Unknown,BROOKLYN,11236.0,40.63947,-73.902756,"{'latitude': '40.63947', 'longitude': '-73.902756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Saturday,3,0,1
2022-03-26,1900-01-01 04:34:00,WEST FORDHAM ROAD,CEDAR AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unknown,4513725,Station Wagon/Sport Utility Vehicle,Unknown,BRONX,10468.0,40.86173,-73.91182,"{'latitude': '40.86173', 'longitude': '-73.91182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,Saturday,3,0,1
2022-03-26,1900-01-01 19:56:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4514298,Sedan,Unknown,BROOKLYN,11201.0,40.69538,-73.985115,"{'latitude': '40.69538', 'longitude': '-73.985115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,11        METROTECH CENTER,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Saturday,3,0,1
2022-03-26,1900-01-01 12:40:00,65 STREET,FORT HAMILTON PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4513573,Sedan,Sedan,BROOKLYN,11219.0,40.63063,-74.00923,"{'latitude': '40.63063', 'longitude': '-74.00923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Saturday,3,0,1
2022-03-26,1900-01-01 01:58:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4514201,Sedan,Sedan,BRONX,10472.0,40.82707,-73.87075,"{'latitude': '40.82707', 'longitude': '-73.87075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,1670      WATSON AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saturday,3,0,1
2022-03-26,1900-01-01 19:56:00,GERRITSEN AVENUE,AVENUE S,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4514030,Station Wagon/Sport Utility Vehicle,Unknown,Unknown,0.0,40.60548,-73.93922,"{'latitude': '40.60548', 'longitude': '-73.93922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Saturday,3,0,1
